type,assignment_id,assignment_name,teacher_name,error_message,response_code,processed_date
Assignment,530e0130-7257-4dae-b372-7b5639050312,A.1;Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.144062
Assignment,549c8507-e286-49ad-8c9a-3367c6f8fb7c,Diag Exam 8.28,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.446649
Assignment,5e248d03-815b-4904-8e47-8a12259579ce,Mousepad Collage,Allison Barry,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:29.170499
Assignment,6a94f66c-ee25-4b17-abff-fa43c74d5b4b,1.4 - Forces Driving Westward Expansion,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-19 06:03:35.035303
Assignment,6dfbbe31-4302-449a-9169-bde8587d64c2,HW 9/8,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.461482
Assignment,71ac2184-286e-4d4f-9fa4-3c5c0c584d9a,Beginning of the Year Survey,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.800880
Assignment,775cddb7-1be8-41c5-99e4-59682baeb39b,HW 9/4,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:35.142261
Assignment,79c47577-8ffb-48b2-96d9-14cad0a6e227,Week 2 Do Now/Exit Ticket Slip,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:31.064810
Assignment,87e19ab1-9551-4c18-9a60-78977271a219,Adobe Photoshop Tutorial #1 | Selections & Masking,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Adobe Phot"" already exists for class CTE-DVC10-001.",400,2025-09-22 06:03:32.140882
Assignment,8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,Quotes Practice 2,Abigail Mutschler,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quotes Pra"" already exists for class ENG2012-001.",400,2025-09-20 06:03:30.536714
Assignment,9677b1d6-7a56-47df-9b7c-ff15d1e2cac9,T-Shirt Design Brainstorm Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:31.803041
Assignment,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.775799
Assignment,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.165480
Assignment,abc43ef2-ea69-4488-af63-436e2d3e1398,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:32.242699
Assignment,abc7f77d-596c-40e7-92d8-ab14a96005e1,Gaming Club T-Shirt Design,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:31.798889
Assignment,b40b5153-9337-4241-b515-ea4cf5b751f3,Mock Interviews,Rebecca Maynard,given GradebookColumnType does not have a default GradeScale,400,2025-09-19 06:03:33.212066
Assignment,b418d688-4d67-4eea-a536-2c2cc3a5d5ad,Beginning of the Year Survey,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.731496
Assignment,d1c9087a-1e11-44e7-83f3-80a229541f91,Science Class Policies Sign-Off,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-19 06:03:34.182579
Assignment,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:30.859231
Assignment,e538e0f2-ba75-415d-a8e7-2ca82fa4c6f9,T-Shirt Design Brainstorm Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.729284
Assignment,ee7e722b-ea90-4c53-a16c-e4e109025d27,Friendship Discussion ,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-19 06:03:33.477788
Assignment,f230cc8c-c4b6-404d-97f9-6dcd1263039f,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC10-001.",400,2025-09-22 06:03:32.060472
Assignment,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.067431
Assignment,f31825c3-b436-4124-aacf-5925198afc08,HW 9.5,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.530077
Assignment,f39c2056-242f-46ed-b125-43b171aee1a0,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-20 06:03:28.419357
Assignment,1328aaa2-30eb-4486-a8be-928c2b0baaf3,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:43.180792
Assignment,137111ec-c9d5-46cb-b0f3-04ae97543188,Extra Practice for Diagnostic,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.632673
Assignment,174e2d5e-244a-4f49-aa56-cb1b6f270ffe,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:43.985705
Assignment,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.210443
Assignment,21aced03-cf05-4389-956c-530178c3227e,Mousepad Design Project Instructions,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.747686
Assignment,24f1e664-fd11-4c5c-8704-8628dac97a44,HW 9/9,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:34.150972
Assignment,2a7acd76-5070-46cb-a0b2-43de5b335c76,Senior Project Contract,Alex Peters,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Senior Pro"" already exists for class CTE-ADVM12-001.",400,2025-09-23 06:03:42.757455
Assignment,2d099bd8-15fe-4dc6-952c-bd3497f5dceb,Science Class Policies Sign-Off,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:46.284313
Assignment,32fd401c-6ca8-4b15-9fe0-08140e465e06,HW 9/15,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:30.945460
Assignment,354180cb-75cd-498c-bf75-6df6276134c5,A.2; Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.790734
Assignment,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.774644
Assignment,3bdc117e-77eb-4cd5-a230-abf857016b07,1.1-1.3 Quiz,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:30.954697
Assignment,4822d85d-1a1a-4455-997c-4b3c84a18eb8,Performance Task ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.426256
Assignment,491bc7c6-1e90-48e9-b3bd-531951f536e7,HW 9.3,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.150631
Assignment,4be93c2d-f19b-4952-bb57-a286e18a85a1,Performance Task ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.529891
Assignment,4e6dcd9b-f67b-4912-af3a-6245c2d77cce,HW 9/5 ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.784615
Assignment,4f1ef60d-f85c-4d22-8d66-cf0202e5ffce,Extra Practice for Diagnostic,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.056600
Assignment,530e0130-7257-4dae-b372-7b5639050312,A.1;Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.144062
Assignment,532865fe-914c-427d-9431-3e07a0c3c5a2,A.2; Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.548361
Assignment,549c8507-e286-49ad-8c9a-3367c6f8fb7c,Diag Exam 8.28,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.446649
Assignment,5d12f813-6468-488e-a016-53d52a13f559,Proper Document Assembly | Nearpod Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.942194
Assignment,624befcd-8214-48c9-bba2-5f5f1b768d5c,Math App with Android,Sarika Ozarkar,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.308582
Assignment,6dfbbe31-4302-449a-9169-bde8587d64c2,HW 9/8,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.461482
Assignment,71ac2184-286e-4d4f-9fa4-3c5c0c584d9a,Beginning of the Year Survey,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.800880
Assignment,775cddb7-1be8-41c5-99e4-59682baeb39b,HW 9/4,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:35.142261
Assignment,7d63cb3c-cab6-4d44-97d7-bd087bf726ed,Senior Project Proposal,Alex Peters,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.709760
Assignment,85469363-2251-4353-b498-58cd22d04afb,Photoshop Project | Surreal Photomontage,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.993357
Assignment,87e19ab1-9551-4c18-9a60-78977271a219,Adobe Photoshop Tutorial #1 | Selections & Masking,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Adobe Phot"" already exists for class CTE-DVC10-001.",400,2025-09-23 06:03:46.018722
Assignment,89c692a7-1fe1-4b1d-9deb-00dad3562935,Conduct 9/26/25,Emily Kotwal,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Conduct 9/"" already exists for class CTE-ENVM10-001.",400,2025-09-23 06:03:44.085873
Assignment,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:32.775799
Assignment,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.165480
Assignment,abc43ef2-ea69-4488-af63-436e2d3e1398,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.215682
Assignment,b33190ac-fdf7-4da3-994a-69a231b650e7,Week 3 Do Now/Exit Ticket Slip,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.798802
Assignment,b418d688-4d67-4eea-a536-2c2cc3a5d5ad,Beginning of the Year Survey,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.731496
Assignment,d0dc87cf-e46f-4411-af04-508a0b2a7fc7,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.688612
Assignment,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:30.859231
Assignment,e25efceb-bd96-4713-bb38-ae3f327c4083,Work Skills 9/26/25,Emily Kotwal,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Work Skill"" already exists for class CTE-ENVM10-001.",400,2025-09-23 06:03:45.208385
Assignment,e538e0f2-ba75-415d-a8e7-2ca82fa4c6f9,T-Shirt Design Brainstorm Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:31.729284
Assignment,e83ead88-ab97-4cfd-ba1c-60833ac31e90,Co-Op Resume,Rebecca Maynard,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.957633
Assignment,f230cc8c-c4b6-404d-97f9-6dcd1263039f,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC10-001.",400,2025-09-22 06:03:32.060472
Assignment,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.067431
Assignment,f31825c3-b436-4124-aacf-5925198afc08,HW 9.5,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-22 06:03:33.530077
Assignment,f39c2056-242f-46ed-b125-43b171aee1a0,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.005358
Assignment,293d314c-cc47-407c-b9b5-89312a6c6ed8,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC11-001.",400,2025-09-16 06:03:28.913265
Assignment,3bdc117e-77eb-4cd5-a230-abf857016b07,1.1-1.3 Quiz,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:16.731712
Assignment,94d3899f-af06-4657-b14d-211b6b0334a0,Quizziz Algebra I Review,Robert Flynn,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quizziz Al"" already exists for class MAT2032-002.",400,2025-09-15 06:04:16.473343
Assignment,b4e7db8f-6e51-49fa-bf84-384a94232918,CW 9/12,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:16.317329
Assignment,f076b1a4-39a7-49d1-abed-5dc96b18692d,1.1-1.2 Quiz,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:15.944356
Assignment,f230cc8c-c4b6-404d-97f9-6dcd1263039f,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC10-001.",400,2025-09-16 06:03:27.584576
Assignment,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-12 06:04:36.074735
Assignment,3bdc117e-77eb-4cd5-a230-abf857016b07,1.1-1.3 Quiz,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:16.731712
Assignment,94d3899f-af06-4657-b14d-211b6b0334a0,Quizziz Algebra I Review,Robert Flynn,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quizziz Al"" already exists for class MAT2032-002.",400,2025-09-15 06:04:16.473343
Assignment,b4e7db8f-6e51-49fa-bf84-384a94232918,CW 9/12,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:16.317329
Assignment,cce709f7-b791-43e6-8514-91230d36f2ba,"Q2 Gathering Research, Mid Quarter Check - Research Notes Template ",Allison Barry,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Q2 Gatheri"" already exists for class CTE-DVC12-001.",400,2025-09-13 06:04:27.029866
Assignment,da79b4a5-449a-4cc7-81bb-5ac492afad5e,History Frames,Justin deHaan,"{""code"":""-1"",""message"":""You are not logged on or your session has expired.""}",403,2025-09-12 06:04:36.752551
Assignment,f076b1a4-39a7-49d1-abed-5dc96b18692d,1.1-1.2 Quiz,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-15 06:04:15.944356
Assignment,f230cc8c-c4b6-404d-97f9-6dcd1263039f,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC10-001.",400,2025-09-12 06:04:36.764175
Assignment,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-12 06:04:36.944697
Assignment,24cc4aa3-8d26-4f8d-996d-7f33e650b336,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:25.433564
Assignment,293d314c-cc47-407c-b9b5-89312a6c6ed8,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC11-001.",400,2025-09-16 06:03:28.913265
Assignment,32fd401c-6ca8-4b15-9fe0-08140e465e06,HW 9/15,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:26.786157
Assignment,50da7292-b778-4544-b203-3bc4f818e342,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:25.407589
Assignment,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:26.137530
Assignment,db326eb4-d76d-40ec-9c83-eee2ae417dc6,SolidWorks Project: Probe housing,Alex Peters,no GradeTermDates for transcript definition OID=GTD0000000SSdm and dueDate=Sat Nov 01 03:59:00 UTC 2025,400,2025-09-17 06:03:26.797572
Assignment,f230cc8c-c4b6-404d-97f9-6dcd1263039f,T-Shirt Design Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""T-Shirt De"" already exists for class CTE-DVC10-001.",400,2025-09-16 06:03:27.584576
Assignment,24cc4aa3-8d26-4f8d-996d-7f33e650b336,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:25.433564
Assignment,32fd401c-6ca8-4b15-9fe0-08140e465e06,HW 9/15,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:26.786157
Assignment,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-18 06:03:39.501276
Assignment,36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,Quotes Practice 2,Abigail Mutschler,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quotes Pra"" already exists for class ENG2012-002.",400,2025-09-18 06:03:39.314201
Assignment,50da7292-b778-4544-b203-3bc4f818e342,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:25.407589
Assignment,8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,Quotes Practice 2,Abigail Mutschler,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quotes Pra"" already exists for class ENG2012-001.",400,2025-09-18 06:03:40.494130
Assignment,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-17 06:03:26.137530
Assignment,db326eb4-d76d-40ec-9c83-eee2ae417dc6,SolidWorks Project: Probe housing,Alex Peters,no GradeTermDates for transcript definition OID=GTD0000000SSdm and dueDate=Sat Nov 01 03:59:00 UTC 2025,400,2025-09-17 06:03:26.797572
Assignment,0a0ba536-4762-49f8-a157-ddf1adefda92,Project Proposal Form with confirmed PRODUCT,Jamie McDonough,given GradebookColumnType does not have a default GradeScale,400,2025-09-25 06:03:31.741538
Assignment,14bd8008-69f3-426b-9a82-bff3fc968e2e,1.4 - Forces Driving Westward Expansion,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:30.089470
Assignment,1867e230-6523-4c1e-b52c-84569e4141e0,Project Contracts with signatures,Jamie McDonough,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:29.209064
Assignment,1e1f2122-edba-43f2-9b6b-f6beef5134d6,Frankenstein Book Cover Project Overview,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; Code must be unique for Master Schedule, Staff in table Category.",400,2025-09-25 06:03:33.502853
Assignment,20d147ef-f2d3-4027-9f23-a8b739d8f492,Frankenstein STEP 2 | Initial Design Development,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; Code must be unique for Master Schedule, Staff in table Category.",400,2025-09-25 06:03:35.131603
Assignment,34ad15a8-b7fe-454c-b4d8-31dccaa2b2bf,Frankenstein STEP 1 | Research & Design Planning,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; Code must be unique for Master Schedule, Staff in table Category.",400,2025-09-26 06:03:31.352817
Assignment,4f1ef60d-f85c-4d22-8d66-cf0202e5ffce,Extra Practice for Diagnostic,Robert Flynn,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Extra Prac"" already exists for class MAT1011-001.",400,2025-09-25 06:03:35.104609
Assignment,4f879ec7-3d07-48d4-942f-232d4e22538a,Math App with Listview and adapters,Sarika Ozarkar,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Math App w"" already exists for class CTE-COMP11-001.",400,2025-09-26 06:03:31.413421
Assignment,596e79e6-38a7-469f-a043-93238feb46ed,1.4 - Forces Driving Westward Expansion,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:31.569221
Assignment,5e248d03-815b-4904-8e47-8a12259579ce,Mousepad Collage,Allison Barry,given GradebookColumnType does not have a default GradeScale,400,2025-09-25 06:03:30.646079
Assignment,633efd95-8de5-4bce-8344-a4b5bb4cf6a4,Manifest Destiny,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:27.640784
Assignment,6a94f66c-ee25-4b17-abff-fa43c74d5b4b,1.4 - Forces Driving Westward Expansion,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:31.382737
Assignment,864f1902-df81-48ba-8fc2-82543b2d03be,9.2 Enlightenment Thinkers,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:27.644775
Assignment,8aad7c2d-38d0-43b1-a000-48616f272a7e,Manifest Destiny,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:30.581419
Assignment,8bfb3481-8d43-46bd-9a54-27fe5a293954,Syllabus,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-25 06:03:33.734534
Assignment,af9a0fe3-4de3-4c26-89c5-25ecd77e92f0,1.4 - Forces Driving Westward Expansion,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-26 06:03:30.560194
Assignment,b1bf749e-9bfa-4a8b-934e-fc601050bb60,World News Wednesday!!!,Erik Synnestvedt,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""World News"" already exists for class CTE-COMP10-001.",400,2025-09-26 06:03:29.845820
